NAICS Description,naics2002,data,total
,5613,empl.,5131446
,5613,ann. pay.,143314832
,5613,est. rec.,194907871
Employment Placement Agencies,56131,firms,7856
,56131,estab.,8534
,56131,empl.,246782
,56131,ann. pay.,7130829
,56131,est. rec.,12329017
Employment Placement Agencies,561310,firms,7856
,561310,estab.,8534
,561310,empl.,246782
,561310,ann. pay.,7130829
,561310,est. rec.,12329017
Employment placement agencies,561311,firms,
,561311,estab.,
,561311,empl.,
,561311,ann. pay.,
,561311,est. rec.,
Executive search services,561312,firms,
,561312,estab.,
,561312,empl.,
,561312,ann. pay.,
,561312,est. rec.,
Temporary Help Services,56132,firms,12331
,56132,estab.,30423
,56132,empl.,2901213
,56132,ann. pay.,65540680
,56132,est. rec.,98014238
Temporary Help Services,561320,firms,12331
,561320,estab.,30423
,561320,empl.,2901213
,561320,ann. pay.,65540680
,561320,est. rec.,98014238
Professional Employer Organizations,56133,firms,4582
,56133,estab.,5519
,56133,empl.,1983451
,56133,ann. pay.,70643323
,56133,est. rec.,84564616
Professional Employer Organizations,561330,firms,4582
,561330,estab.,5519
,561330,empl.,1983451
,561330,ann. pay.,70643323
,561330,est. rec.,84564616
Business Support Services,5614,firms,29803
,5614,estab.,35543
,5614,empl.,766237
,5614,ann. pay.,22923191
,5614,est. rec.,61825090
Document Preparation Services,56141,firms,4888
,56141,estab.,4982
,56141,empl.,44011
,56141,ann. pay.,1392210
,56141,est. rec.,3477168
Document Preparation Services,561410,firms,4888
,561410,estab.,4982
,561410,empl.,44011
,561410,ann. pay.,1392210
,561410,est. rec.,3477168
Telephone Call Centers,56142,firms,3947
,56142,estab.,5293
,56142,empl.,385757
,56142,ann. pay.,9638779
,56142,est. rec.,20269336
Telephone Answering Services,561421,firms,1631
,561421,estab.,1917
,561421,empl.,61721
,561421,ann. pay.,1624213
,561421,est. rec.,4669417
Telemarketing Bureaus,561422,firms,2329
,561422,estab.,3376
,561422,empl.,324036
,561422,ann. pay.,8014566
,561422,est. rec.,15599919
Business Service Centers,56143,firms,8485
,56143,estab.,11236
,56143,empl.,99107
,56143,ann. pay.,2944715
,56143,est. rec.,10691926
Private Mail Centers,561431,firms,5412
,561431,estab.,5540
,561431,empl.,25783
,561431,ann. pay.,502053
,561431,est. rec.,2645007
Other Business Service Centers (including Copy Shops),561439,firms,3075
,561439,estab.,5696
,561439,empl.,73324
,561439,ann. pay.,2442662
,561439,est. rec.,8046919
Collection Agencies,56144,firms,4417
,56144,estab.,5031
,56144,empl.,141274
,56144,ann. pay.,4654534
,56144,est. rec.,12048102
Collection Agencies,561440,firms,4417
,561440,estab.,5031
,561440,empl.,141274
,561440,ann. pay.,4654534
,561440,est. rec.,12048102
Credit Bureaus,56145,firms,640
,56145,estab.,978
,56145,empl.,24953
,56145,ann. pay.,1839091
,56145,est. rec.,7091766
Credit Bureaus,561450,firms,640
,561450,estab.,978
,561450,empl.,24953
,561450,ann. pay.,1839091
,561450,est. rec.,7091766
Other Business Support Services,56149,firms,7521
,56149,estab.,8023
,56149,empl.,71135
,56149,ann. pay.,2453862
,56149,est. rec.,8246792
Repossession Services,561491,firms,876
,561491,estab.,966
,561491,empl.,5936
,561491,ann. pay.,186741
,561491,est. rec.,714496
Court Reporting and Stenotype Services,561492,firms,3269
,561492,estab.,3404
,561492,empl.,14961
,561492,ann. pay.,554219
,561492,est. rec.,2094796
All Other Business Support Services,561499,firms,3378
,561499,estab.,3653
,561499,empl.,50238
,561499,ann. pay.,1712902
,561499,est. rec.,5437500
Travel Arrangement and Reservation Services,5615,firms,17026
,5615,estab.,22312
,5615,empl.,243943
,5615,ann. pay.,12482590
,5615,est. rec.,41859030
Travel Agencies,56151,firms,11803
,56151,estab.,15666
,56151,empl.,122517
,56151,ann. pay.,6499246
,56151,est. rec.,18685401
Travel Agencies,561510,firms,11803
,561510,estab.,15666
,561510,empl.,122517
,561510,ann. pay.,6499246
,561510,est. rec.,18685401
Tour Operators,56152,firms,2627
,56152,estab.,2852
,56152,empl.,29349
,56152,ann. pay.,1222145
,56152,est. rec.,4210682
Tour Operators,561520,firms,2627
,561520,estab.,2852
,561520,empl.,29349
,561520,ann. pay.,1222145
,561520,est. rec.,4210682
Other Travel Arrangement and Reservation Services,56159,firms,2679
,56159,estab.,3794
,56159,empl.,92077
,56159,ann. pay.,4761199
,56159,est. rec.,18962947
Convention and Visitors Bureaus,561591,firms,999
,561591,estab.,1060
,561591,empl.,10290
,561591,ann. pay.,372192
,561591,est. rec.,1317970
All Other Travel Arrangement and Reservation Services,561599,firms,1680
,561599,estab.,2734
,561599,empl.,81787
,561599,ann. pay.,4389007
,561599,est. rec.,17644977
Investigation and Security Services,5616,firms,19720
,5616,estab.,25223
,5616,empl.,777680
,5616,ann. pay.,19974922
,5616,est. rec.,42296985
"Investigation, Guard, and Armored Car Services",56161,firms,10553
,56161,estab.,14986
,56161,empl.,658036
,56161,ann. pay.,15077197
,56161,est. rec.,26025168
Investigation Services,561611,firms,4768
,561611,estab.,5211
,561611,empl.,49147
,561611,ann. pay.,1586096
,561611,est. rec.,4250670
Security Guards and Patrol Services,561612,firms,5669
,561612,estab.,9066
,561612,empl.,582742
,561612,ann. pay.,12668678
,561612,est. rec.,19970878
Armored Car Services,561613,firms,141
,561613,estab.,709
,561613,empl.,26147
,561613,ann. pay.,822423
,561613,est. rec.,1803620
Security Systems Services,56162,firms,9188
,56162,estab.,10237
,56162,empl.,119644
,56162,ann. pay.,4897725
,56162,est. rec.,16271817
Security Systems Services (except Locksmiths),561621,firms,5400
,561621,estab.,6373
,561621,empl.,103313
,561621,ann. pay.,4349175
,561621,est. rec.,14461514
Locksmiths,561622,firms,3792
,561622,estab.,3864
,561622,empl.,16331
,561622,ann. pay.,548550
,561622,est. rec.,1810303
Services to Buildings and Dwellings,5617,firms,173048
,5617,estab.,179825
,5617,empl.,1722595
,5617,ann. pay.,40391089
,5617,est. rec.,107450168
Exterminating and Pest Control Services,56171,firms,10615
,56171,estab.,12548
,56171,empl.,95678
,56171,ann. pay.,3370623
,56171,est. rec.,8579030
Exterminating and Pest Control Services,561710,firms,10615
,561710,estab.,12548
,561710,empl.,95678
,561710,ann. pay.,3370623
,561710,est. rec.,8579030
Janitorial Services,56172,firms,50325
,56172,estab.,53174
,56172,empl.,940130
,56172,ann. pay.,15895380
,56172,est. rec.,34664260
Janitorial Services,561720,firms,50325
,561720,estab.,53174
,561720,empl.,940130
,561720,ann. pay.,15895380
,561720,est. rec.,34664260
Landscaping Services,56173,firms,91551
,56173,estab.,93121
,56173,empl.,572520
,56173,ann. pay.,17876592
,56173,est. rec.,54238107
Landscaping Services,561730,firms,91551
,561730,estab.,93121
,561730,empl.,572520
,561730,ann. pay.,17876592
,561730,est. rec.,54238107
Carpet and Upholstery Cleaning Services,56174,firms,8708
,56174,estab.,8899
,56174,empl.,47634
,56174,ann. pay.,1223374
,56174,est. rec.,3616504
Carpet and Upholstery Cleaning Services,561740,firms,8708
,561740,estab.,8899
,561740,empl.,47634
,561740,ann. pay.,1223374
,561740,est. rec.,3616504
Other Services to Buildings and Dwellings,56179,firms,11918
,56179,estab.,12083
,56179,empl.,66633
,56179,ann. pay.,2025120
,56179,est. rec.,6352267
Other Services to Buildings and Dwellings,561790,firms,11918
,561790,estab.,12083
,561790,empl.,66633
,561790,ann. pay.,2025120
,561790,est. rec.,6352267
Other Support Services,5619,firms,18944
,5619,estab.,21075
,5619,empl.,324602
,5619,ann. pay.,10753829
,5619,est. rec.,39642612
Packaging and Labeling Services,56191,firms,1905
,56191,estab.,2022
,56191,empl.,52211
,56191,ann. pay.,1438059
,56191,est. rec.,5765877
Packaging and Labeling Services,561910,firms,1905
,561910,estab.,2022
,561910,empl.,52211
,561910,ann. pay.,1438059
,561910,est. rec.,5765877
Convention and Trade Show Organizers,56192,firms,4100
,56192,estab.,4381
,56192,empl.,79673
,56192,ann. pay.,2809356
,56192,est. rec.,10380934
Convention and Trade Show Organizers,561920,firms,4100
,561920,estab.,4381
,561920,empl.,79673
,561920,ann. pay.,2809356
,561920,est. rec.,10380934
All Other Support Services,56199,firms,12953
,56199,estab.,14672
,56199,empl.,192718
,56199,ann. pay.,6506414
,56199,est. rec.,23495801
All Other Support Services,561990,firms,12953
,561990,estab.,14672
,561990,empl.,192718
,561990,ann. pay.,6506414
,561990,est. rec.,23495801
Waste Management and Remediation Services,562,firms,17156
,562,estab.,21458
,562,empl.,355193
,562,ann. pay.,15729848
,562,est. rec.,71019564
Waste Collection,5621,firms,7717
,5621,estab.,9857
,5621,empl.,185047
,5621,ann. pay.,8080644
,5621,est. rec.,39181224
Waste Collection,56211,firms,7717
,56211,estab.,9857
,56211,empl.,185047
,56211,ann. pay.,8080644
,56211,est. rec.,39181224
Solid Waste Collection,562111,firms,6414
,562111,estab.,8372
,562111,empl.,167848
,562111,ann. pay.,7337173
,562111,est. rec.,36023494
Hazardous Waste Collection,562112,firms,372
,562112,estab.,502
,562112,empl.,9435
,562112,ann. pay.,442862
,562112,est. rec.,1844423
Other Waste Collection,562119,firms,948
,562119,estab.,983
,562119,empl.,7764
,562119,ann. pay.,300609
,562119,est. rec.,1313307
Waste Treatment and Disposal,5622,firms,1586
,5622,estab.,2729
,5622,empl.,56755
,5622,ann. pay.,2817499
,5622,est. rec.,14188804
Waste Treatment and Disposal,56221,firms,1586
,56221,estab.,2729
,56221,empl.,56755
,56221,ann. pay.,2817499
,56221,est. rec.,14188804
Hazardous Waste Treatment and Disposal,562211,firms,451
,562211,estab.,829
,562211,empl.,23869
,562211,ann. pay.,1232344
,562211,est. rec.,5230862
Solid Waste Landfill,562212,firms,867
,562212,estab.,1488
,562212,empl.,24242
,562212,ann. pay.,1102199
,562212,est. rec.,5863165
Solid Waste Combustors and Incinerators,562213,firms,77
,562213,estab.,132
,562213,empl.,4215
,562213,ann. pay.,283896
,562213,est. rec.,1964486
Other Nonhazardous Waste Treatment and Disposal,562219,firms,222
,562219,estab.,280
,562219,empl.,4429
,562219,ann. pay.,199060
,562219,est. rec.,1130291
Remediation and Other Waste Management Services,5629,firms,7981
,5629,estab.,8872
,5629,empl.,113391
,5629,ann. pay.,4831705
,5629,est. rec.,17649536
Remediation Services,56291,firms,2921
,56291,estab.,3447
,56291,empl.,64831
,56291,ann. pay.,2950867
,56291,est. rec.,10007305
Remediation Services,562910,firms,2921
,562910,estab.,3447
,562910,empl.,64831
,562910,ann. pay.,2950867
,562910,est. rec.,10007305
Materials Recovery Facilities,56292,firms,884
,56292,estab.,1043
,56292,empl.,14514
,56292,ann. pay.,571353
,56292,est. rec.,3516260
Materials Recovery Facilities,562920,firms,884
,562920,estab.,1043
,562920,empl.,14514
,562920,ann. pay.,571353
,562920,est. rec.,3516260
All Other Waste Management Services,56299,firms,4194
,56299,estab.,4382
,56299,empl.,34046
,56299,ann. pay.,1309485
,56299,est. rec.,4125971
Septic Tank and Related Services,562991,firms,3325
,562991,estab.,3419
,562991,empl.,22344
,562991,ann. pay.,833492
,562991,est. rec.,2755916
All Other Miscellaneous Waste Management Services,562998,firms,877
,562998,estab.,963
,562998,empl.,11702
,562998,ann. pay.,475993
,562998,est. rec.,1370055
Educational Services,61,firms,77102
,61,estab.,86896
,61,empl.,3039385
,61,ann. pay.,94112286
,61,est. rec.,284266566
Educational Services,611,firms,77102
,611,estab.,86896
,611,empl.,3039385
,611,ann. pay.,94112286
,611,est. rec.,284266566
Elementary and Secondary Schools,6111,firms,18666
,6111,estab.,21066
,6111,empl.,827165
,6111,ann. pay.,23913338
,6111,est. rec.,61987431
Elementary and Secondary Schools,61111,firms,18666
,61111,estab.,21066
,61111,empl.,827165
,61111,ann. pay.,23913338
,61111,est. rec.,61987431
Elementary and Secondary Schools,611110,firms,18666
,611110,estab.,21066
,611110,empl.,827165
,611110,ann. pay.,23913338
,611110,est. rec.,61987431
Junior Colleges,6112,firms,468
,6112,estab.,862
,6112,empl.,80568
,6112,ann. pay.,2417866
,6112,est. rec.,6981654
Junior Colleges,61121,firms,468
,61121,estab.,862
,61121,empl.,80568
,61121,ann. pay.,2417866
,61121,est. rec.,6981654
Junior Colleges,611210,firms,468
,611210,estab.,862
,611210,empl.,80568
,611210,ann. pay.,2417866
,611210,est. rec.,6981654
"Colleges, Universities, and Professional Schools",6113,firms,2456
,6113,estab.,4022
,6113,empl.,1572333
,6113,ann. pay.,52544809
,6113,est. rec.,165761113
"Colleges, Universities, and Professional Schools",61131,firms,2456
,61131,estab.,4022
,61131,empl.,1572333
,61131,ann. pay.,52544809
,61131,est. rec.,165761113
"Colleges, Universities, and Professional Schools",611310,firms,2456
,611310,estab.,4022
,611310,empl.,1572333
,611310,ann. pay.,52544809
,611310,est. rec.,165761113
Business Schools and Computer and Management Training,6114,firms,6995
,6114,estab.,7640
,6114,empl.,65818
,6114,ann. pay.,3135831
,6114,est. rec.,9493068
Business and Secretarial Schools,61141,firms,350
,61141,estab.,476
,61141,empl.,10908
,61141,ann. pay.,300153
,61141,est. rec.,965224
Business and Secretarial Schools,611410,firms,350
,611410,estab.,476
,611410,empl.,10908
,611410,ann. pay.,300153
,611410,est. rec.,965224
Computer Training,61142,firms,1895
,61142,estab.,2111
,61142,empl.,19045
,61142,ann. pay.,957733
,61142,est. rec.,2758175
Computer Training,611420,firms,1895
,611420,estab.,2111
,611420,empl.,19045
,611420,ann. pay.,957733
,611420,est. rec.,2758175
Professional and Management Development Training,61143,firms,4761
,61143,estab.,5053
,61143,empl.,35865
,61143,ann. pay.,1877945
,61143,est. rec.,5769669
Professional and Management Development Training,611430,firms,4761
,611430,estab.,5053
,611430,empl.,35865
,611430,ann. pay.,1877945
,611430,est. rec.,5769669
Technical and Trade Schools,6115,firms,6681
,6115,estab.,8019
,6115,empl.,119020
,6115,ann. pay.,4045363
,6115,est. rec.,12814336
Technical and Trade Schools,61151,firms,6681
,61151,estab.,8019
,61151,empl.,119020
,61151,ann. pay.,4045363
,61151,est. rec.,12814336
Cosmetology and Barber Schools,611511,firms,1419
,611511,estab.,1740
,611511,empl.,15942
,611511,ann. pay.,407467
,611511,est. rec.,1236639
Flight Training,611512,firms,829
,611512,estab.,974
,611512,empl.,15247
,611512,ann. pay.,664211
,611512,est. rec.,2512697
Apprenticeship Training,611513,firms,1160
,611513,estab.,1375
,611513,empl.,14417
,611513,ann. pay.,406403
,611513,est. rec.,1398502
Other Technical and Trade Schools,611519,firms,3281
,611519,estab.,3930
,611519,empl.,73414
,611519,ann. pay.,2567282
,611519,est. rec.,7666498
Other Schools and Instruction,6116,firms,35969
,6116,estab.,38506
,6116,empl.,302908
,6116,ann. pay.,5231639
,6116,est. rec.,16556465
Fine Arts Schools,61161,firms,10844
,61161,estab.,11003
,61161,empl.,72879
,61161,ann. pay.,1059744
,61161,est. rec.,3291401
Fine Arts Schools,611610,firms,10844
,611610,estab.,11003
,611610,empl.,72879
,611610,ann. pay.,1059744
,611610,est. rec.,3291401
Sports and Recreation Instruction,61162,firms,11949
,61162,estab.,12259
,61162,empl.,76571
,61162,ann. pay.,1222175
,61162,est. rec.,3924384
Sports and Recreation Instruction,611620,firms,11949
,611620,estab.,12259
,611620,empl.,76571
,611620,ann. pay.,1222175
,611620,est. rec.,3924384
Language Schools,61163,firms,1132
,61163,estab.,1313
,61163,empl.,17174
,61163,ann. pay.,301339
,61163,est. rec.,818331
Language Schools,611630,firms,1132
,611630,estab.,1313
,611630,empl.,17174
,611630,ann. pay.,301339
,611630,est. rec.,818331
All Other Schools and Instruction,61169,firms,12057
,61169,estab.,13931
,61169,empl.,136284
,61169,ann. pay.,2648381
,61169,est. rec.,8522349
Exam Preparation and Tutoring,611691,firms,5891
,611691,estab.,7491
,611691,empl.,90719
,611691,ann. pay.,1418130
,611691,est. rec.,3890689
Automobile Driving Schools,611692,firms,2232
,611692,estab.,2330
,611692,empl.,14005
,611692,ann. pay.,260492
,611692,est. rec.,704009
All Other Miscellaneous Schools and Instruction,611699,firms,3937
,611699,estab.,4110
,611699,empl.,31560
,611699,ann. pay.,969759
,611699,est. rec.,3927651
Educational Support Services,6117,firms,6071
,6117,estab.,6781
,6117,empl.,71573
,6117,ann. pay.,2823440
,6117,est. rec.,10672499
Educational Support Services,61171,firms,6071
,61171,estab.,6781
,61171,empl.,71573
,61171,ann. pay.,2823440
,61171,est. rec.,10672499
Educational Support Services,611710,firms,6071
,611710,estab.,6781
,611710,empl.,71573
,611710,ann. pay.,2823440
,611710,est. rec.,10672499
Health Care and Social Assistance,62,firms,615067
,62,estab.,784231
,62,empl.,16797647
,62,ann. pay.,668271254
,62,est. rec.,1679316938
Ambulatory Health Care Services,621,firms,467925
,621,estab.,547183
,621,empl.,5817039
,621,ann. pay.,284679011
,621,est. rec.,689559289
Offices of Physicians,6211,firms,191961
,6211,estab.,219986
,6211,empl.,2169682
,6211,ann. pay.,152553517
,6211,est. rec.,347456524
Offices of Physicians,62111,firms,191961
,62111,estab.,219986
,62111,empl.,2169682
,62111,ann. pay.,152553517
,62111,est. rec.,347456524
Offices of Physicians (except Mental Health Specialists),621111,firms,181306
,621111,estab.,208956
,621111,empl.,2126500
,621111,ann. pay.,150516080
,621111,est. rec.,342792772
"Offices of Physicians, Mental Health Specialists",621112,firms,10747
,621112,estab.,11030
,621112,empl.,43182
,621112,ann. pay.,2037437
,621112,est. rec.,4663752
Offices of Dentists,6212,firms,120676
,6212,estab.,126392
,6212,empl.,824770
,6212,ann. pay.,35220492
,6212,est. rec.,93763775
Offices of Dentists,62121,firms,120676
,62121,estab.,126392
